account,situs,subdivision,acres,assessor_acres,total_value,jurisdiction,zone_code,zone_plain,zone_category,mf_threat,bucket,flu_source,flu_designation,flu_plain,flu_intent,dist_mi,compactness,contig_group,contig_group_acres,contig_group_parcels,lat,lon,interest,legal
S1404212555,E LAKE HAZEL RD,2N 1E 04,9.0516,9.049,2361800,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,Med-High Density Residential,Med-High-Density Residential (planned),supports multifamily,3.404,0.417,31,25.41,4,43.543827,-116.346256,105.6,PAR #2555 OF GOVT LOT 03 SEC 04 2N 1E #212550-B
S1131120760,E AMITY RD,3N 1E 31,16.0611,16,0,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,2.519,0.682,12,57.47,5,43.559265,-116.38321,104.4,PAR #0760 @ W SIDE NW4NE4 SEC 31 3N 1E #120752-B
S1131212400,E AMITY RD,3N 1E 31,19.3398,20.66,401100,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,2.602,0.605,12,57.47,5,43.559562,-116.387435,104.3,PAR #2400 @ NE COR NW4 SEC 31 3N 1E PARCEL C R/S 9941 #212425C #212610B #212650B
S1131212500,E AMITY RD,3N 1E 31,12.2305,12.5,0,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,2.616,0.812,12,57.47,5,43.558681,-116.385885,104.2,PAR #2500 OF NW4 SEC 31 3N 1E S1131211700 R #98019318
S1131223350,S MERIDIAN RD,3N 1E 31,8.763,8.765,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,2.744,0.311,12,57.47,5,43.558474,-116.390391,104.0,PAR #3350 POR GOV LOT 1 & POR NE4NW4 SEC 31 3N 1E PARCEL D R/S 9941 #223010B #21
S1131223400,4990 S MERIDIAN RD,3N 1E 31,1.075,1.08,0,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,2.788,0.499,12,57.47,5,43.558594,-116.392241,103.9,PAR #3400 OF LOT 1 SEC 31 3N 1E #221000-S
S1223233950,3033 W OVERLAND RD,3N 1W 23,1.2638,1.252,181500,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Civic,Civic,institutional,3.54,0.718,4,92.54,8,43.584628,-116.4309,102.5,PAR #3950 @ CTR SW4NW4 SEC 23 3N 1W #233621-S #233706-S
S1236417204,5621 S MERIDIAN RD,3N 1W 36,38.224,37.901,6443200,City of Meridian,TN-R,Traditional Neighborhood Residential,Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Med-High Density Residential,Med-High-Density Residential (planned),supports multifamily,3.3,0.782,18,38.22,1,43.551745,-116.396478,98.6,PAR #7204 OF NE4SE4 SEC 36 3N 1W #417200-B
S1121336101,2820 S EAGLE RD,3N 1E 21,4.7908,4.791,1437300,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,0.984,0.563,76,11.9,5,43.578946,-116.352827,96.9,PAR #6101 OF SW4SW4 SEC 21 3N 1E PARCEL 2 R/S 5027 EXC R/W #336100-B
S1121336200,S EAGLE RD,3N 1E 21,1.4981,1.5,450000,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,1.03,0.541,76,11.9,5,43.578378,-116.352308,96.8,PAR #6200 OF SW4SW4 SEC 21 3N 1E #8657701 8657652
S1121336230,2960 S EAGLE RD,3N 1E 21,2.8213,2.82,846000,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,1.045,0.46,76,11.9,5,43.577985,-116.352817,96.8,PAR #6230 SW4 SEC 21 3N 1E #336225-B
S1121336251,2990 S EAGLE RD,3N 1E 21,1.0936,1.094,328200,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,1.068,0.225,76,11.9,5,43.57762,-116.352814,96.8,PAR #6251 @ CTR POR SW4SW4 SEC 21 3N 1E #336250-B
S1121336276,3020 S EAGLE RD,3N 1E 21,1.6936,1.73,519000,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,1.085,0.321,76,11.9,5,43.577364,-116.352812,96.7,PAR #6276 @ CTR W SIDE SW4 SEC 21 3N 1E #336275-B
S1131347001,E LAKE HAZEL RD,3N 1E 31,8.3985,8.416,1727000,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,Med-High Density Residential,Med-High-Density Residential (planned),supports multifamily,3.295,0.506,61,15.12,3,43.547747,-116.38563,95.5,PAR #7001 OF SE4SE4SW4 SEC 31 3N 1E #347000-B
S1131346925,S TARREGA LN,3N 1E 31,2.0053,2.011,353800,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,Med-High Density Residential,Med-High-Density Residential (planned),supports multifamily,3.347,0.778,61,15.12,3,43.547895,-116.388702,95.4,PAR #6925 OF SE4SW4 SEC 31 3N 1E #346920-S
S1131346941,520 E LAKE HAZEL RD,3N 1E 31,4.7116,4.724,433900,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,Med-High Density Residential,Med-High-Density Residential (planned),supports multifamily,3.385,0.648,61,15.12,3,43.547089,-116.38808,95.4,PAR #6941 OF SE4SW4 SEC 31 3N 1E #346940-B
S1405212402,2121 E LAKE HAZEL RD,2N 1E 05,74.8702,75.2,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Civic,Civic,institutional,3.411,0.65,5,85.12,3,43.542766,-116.366977,95.3,PAR #2402 E2NW4 SEC 05 2N 1E 212401-B
S1406223030,E LAKE HAZEL RD,2N 1E 06,3.2334,3.232,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,3.537,0.719,20,34.57,3,43.545541,-116.390758,94.5,PAR #3030 POR GOV LOT 04 SEC 06 2N 1E PAR B ROS 14953 #T1406223017-S
S1406223040,E LAKE HAZEL RD,2N 1E 06,23.0541,23.06,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,3.619,0.492,20,34.57,3,43.544436,-116.391351,94.3,PAR #3040 POR GOV LOT 04 & 05 SEC 06 2N 1E PAR C ROS 14953 IN TCA 03-18 #T140622
S1406223020,45 E LAKE HAZEL RD,2N 1E 06,8.2832,8.295,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,3.666,0.317,20,34.57,3,43.544436,-116.393494,94.2,PAR #3020 POR GOV LOT 04 & 05 SEC 06 2N 1E PAR A ROS 14953 #T1406223014-S #22315
S1131417400,S LOCUST GROVE LN,3N 1E 31,17.3358,0,,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,2.86,0.573,13,52.78,4,43.552531,-116.378355,94.1,PAR #7400 OF NE4SE4 SEC 31 3N 1E #417350-B
S1131417500,5985 S LOCUST GROVE LN,3N 1E 31,18.8664,0,,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,2.871,0.643,13,52.78,4,43.55192,-116.376347,94.0,PAR #7500 OF NE4SE4 SEC 31 3N 1E #417350-S
S1131427855,S LOCUST GROVE RD,3N 1E 31,8.2138,8.213,,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,2.875,0.513,13,52.78,4,43.552809,-116.380409,94.0,PAR #7855 POR NW4SE4 SEC 31 3N 1E #427830-B
S1214346905,2690 W DUTCH FARM RD,3N 1W 14,4.5679,4.776,480000,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Mixed Employment,Mixed Employment,non-residential,3.344,0.74,6,83.35,10,43.59077,-116.427686,93.7,PAR #6905 @ SW COR SE4SW4 SEC 14 3N 1W PARCEL 1 R/S 4360 EXC R/W #346610-B
S1223212620,W OVERLAND RD,3N 1W 23,2.221,2.688,357800,City of Meridian,L-O,Limited Office,Office,Low,Vacant Land,Meridian,Mixed Employment,Mixed Employment,non-residential,3.342,0.412,6,83.35,10,43.589804,-116.427595,93.7,PAR #2620 @ N SIDE NE4NW4 SEC 23 3N 1W #212600-S
S1116110300,S CLOVERDALE RD,3N 1E 16,4.0372,4.051,0,City of Boise,R-2,Two-Family / Low-Density,Two-Family / Low-Density Residential,Medium,Vacant Land,Boise,Industrial,Industrial,non-residential,1.374,0.198,9,64.35,6,43.603352,-116.33839,93.6,PAR #0300 OF NE4NE4 SEC 16  3N 1E #111105-S
S1214336350,E OVERLAND RD,3N 1W 14,6.1218,6.128,2669400,City of Meridian,M-E,Mixed Employment,Industrial / Business Park,Low,Vacant Land,Meridian,Mixed Employment,Mixed Employment,non-residential,3.447,0.739,6,83.35,10,43.592163,-116.429764,93.5,PAR #6350 @ E SIDE SW4SW4 SEC 14 3N 1W PARCEL 2  R/S 8514 #336320-B
S1214336415,W OVERLAND RD,3N 1W 14,5.8734,5.884,1794100,City of Meridian,M-E,Mixed Employment,Industrial / Business Park,Low,Vacant Land,Meridian,Mixed Employment,Mixed Employment,non-residential,3.478,0.611,6,83.35,10,43.590915,-116.430359,93.4,PAR #6415 @ S SIDE S2SW4 SEC 14 3N 1W PAR 4 R/S 8514 EXC R/W #336411-R
S1214336100,1520 S TEN MILE RD,3N 1W 14,4.8969,4.901,2134900,City of Meridian,M-E,Mixed Employment,Industrial / Business Park,Low,Vacant Land,Meridian,Mixed Employment,Mixed Employment,non-residential,3.566,0.639,6,83.35,10,43.592095,-116.43213,93.2,PAR #6100 @ CTR SW4SW4 SEC 14 3N 1W PARCEL 1  R/S 8514 #336330-B
S1214336375,S TEN MILE RD,3N 1W 14,6.5545,6.562,2000900,City of Meridian,M-E,Mixed Employment,Industrial / Business Park,Low,Vacant Land,Meridian,Mixed Employment,Mixed Employment,non-residential,3.584,0.694,6,83.35,10,43.590816,-116.432478,93.2,PAR #6375 @ SW COR SW4SW4 SEC 14 3N 1W PAR 5 R/W 8514 EXC R/W #336370-R
S1201223115,1515 W USTICK RD,3N 1W 01,8.7983,8.802,660600,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,3.827,0.791,78,11.41,3,43.632916,-116.41235,90.8,PAR #3115 @ NW COR GOV LOT 04 SEC 01 3N 1W R/S 8184 EXC R/W #223111-C
S1118110022,E FRANKLIN RD,3N 1E 18,2.5579,2.559,0,City of Meridian,R-40,Meridian High Density Res (40 du/ac),Multifamily Residential,High,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,1.122,0.775,155,4.94,2,43.604388,-116.375273,89.7,PAR #0022 OF NE4NE4 SEC 18 3N 1E #110021-B
S1118110051,1475 E FRANKLIN RD,3N 1E 18,2.3861,2.392,344200,City of Meridian,R-40,Meridian High Density Res (40 du/ac),Multifamily Residential,High,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,1.137,0.375,155,4.94,2,43.604181,-116.376056,89.7,PAR #0051 NR NE COR NE4NE4 SEC 18 3N 1E  PAR 2 RS 8651 #110020-S #110050-S
R0475061520,6227 S CULMINATION LN,APEX PHENOMENAL SUB,7.9116,7.92,,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,Med-High Density Residential,Med-High-Density Residential (planned),supports multifamily,3.26,0.751,112,7.91,1,43.547529,-116.382893,88.4,LOT 76 BLK 01 APEX PHENOMENAL SUB
R7319430820,1170 S SILVERSTONE WAY,RACKHAM SUB,1.9589,1.96,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.624,0.775,40,20.86,9,43.594888,-116.349099,86.6,LOTS 8 & 9 & POR LOT 11 BLK 01 RACKHAM SUB PAR 1 ROS 15080 #0800-C #0900-C #1100
R7319431200,1122 S SILVERSTONE WAY,RACKHAM SUB,1.4541,1.457,983700,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.666,0.522,40,20.86,9,43.594686,-116.348115,86.5,LOT 12 BLK 01 RACKHAM SUB
R7319431300,1114 S SILVERSTONE WAY,RACKHAM SUB,1.3592,1.362,919600,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.689,0.501,40,20.86,9,43.594684,-116.34764,86.5,LOT 13 BLK 01 RACKHAM SUB
R4908310010,E LOCUST VIEW LN,KEZIAH SUB,1.3032,1.286,0,City of Meridian,R-40,Meridian High Density Res (40 du/ac),Multifamily Residential,High,Vacant Land,Meridian,High Density Residential,High-Density Residential (planned),supports multifamily,1.924,0.198,216,3.25,2,43.6177,-116.375445,86.4,LOT 01 BLK 01 KEZIAH SUB
R7319431400,1106 S SILVERSTONE WAY,RACKHAM SUB,1.2687,1.271,858200,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.71,0.481,40,20.86,9,43.594682,-116.347197,86.4,LOT 14 BLK 01 RACKHAM SUB
R7319431500,1098 S SILVERSTONE WAY,RACKHAM SUB,1.2688,1.271,858200,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.731,0.481,40,20.86,9,43.59468,-116.346769,86.4,LOT 15 BLK 01 RACKHAM SUB
R7319431600,1090 S SILVERSTONE WAY,RACKHAM SUB,1.5465,1.549,1045800,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.754,0.512,40,20.86,9,43.594679,-116.346301,86.4,LOT 16 BLK 01 RACKHAM SUB
R7319431700,1082 S SILVERSTONE WAY,RACKHAM SUB,1.7118,1.7,1147800,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.779,0.494,40,20.86,9,43.594724,-116.345789,86.3,LOT 17 BLK 01 RACKHAM SUB
R7555000285,1044 S SILVERSTONE WAY,ROLLING HILL SUB,6.3612,6.378,4862000,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.916,0.805,40,20.86,9,43.596264,-116.343571,86.0,PAR #0285 POR BLKS 1 & 2 ROLLING HILL & POR NW4 SE4 3N 1E SEC 16  PAR A ROS 1349
S1236121090,455 W AMITY RD,3N 1W 36,16.1575,16.17,808400,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,2.913,0.432,11,59.74,5,43.559286,-116.397702,85.9,PAR #1090 OF N2 NE4 SEC 36 3N 1W #121070-B
S1236121060,455 W AMITY RD,3N 1W 36,4.995,4.998,431600,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,2.958,0.348,11,59.74,5,43.560031,-116.400269,85.8,PAR #1060 OF N2 NE4 SEC 36 3N 1W #121050-S
S1236120701,W AMITY RD,3N 1W 36,6.7695,6.774,,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,3.006,0.706,11,59.74,5,43.55981,-116.401367,85.7,PAR #0701 OF NE4NW4 SEC 36 3N 1W #120700-B
S1236120876,W AMITY RD,3N 1W 36,6.5604,6.566,,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,3.063,0.658,11,59.74,5,43.559857,-116.403106,85.6,PAR #0876 OF NW4NE4 SEC 36 3N 1W #120875-B
R4582530202,3855 N EAGLE RD,JASMINE ACRES,5.1332,5.138,2797600,City of Boise,MX-2,Boise Mixed-Use Community,Mixed Use,High,Vacant Land,Boise,Mixed Use,Mixed Use,supports multifamily,3.314,0.78,150,5.13,1,43.639734,-116.355365,85.5,PAR #0202 N'LY POR LOT 2 BLK 1 JASMINE ACRES PARCEL A ROS 9794 #0200S
S1404233680,S EAGLE RD,2N 1E 04,2.6316,2.632,579000,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,3.498,0.717,31,25.41,4,43.542605,-116.345119,85.4,PAR #3670 OF S2 NW4 SEC 04 2N 1E #233650-S
S1107325615,614 N MAIN ST,3N 1E 07,1.5507,1.548,1416100,City of Meridian,O-T,Old Town (mixed use),Mixed Use,High,Vacant Land,Meridian,Old Town,Old Town,supports multifamily,1.929,0.707,383,1.55,1,43.609275,-116.391093,84.7,PAR #5615 POR NW4SW4 SEC 7 3N 1E PARCEL A ROS 13100 #325610-B
R5739800050,NE 3RD ST,MILTON SUB,1.7923,1.72,331700,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,High Density Residential,High-Density Residential (planned),supports multifamily,2.148,0.643,350,1.79,1,43.615925,-116.388178,84.5,LOT 2 BLK 1 MILTON SUB #8310567
S1129449355,S EAGLE RD,3N 1E 29,11.9337,11.94,2388000,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,1.925,0.529,38,21.34,2,43.564171,-116.357614,84.5,PAR#9355 POR SE4SE4 SEC 29 3N 1E #449351-B
S1129449550,W MOUNT ETNA DR,3N 1E 29,9.4062,9.419,1883800,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,2.048,0.658,38,21.34,2,43.562344,-116.358427,84.2,PAR#9550 POR SE4SE4 SEC 29 3N 1E #44950-B
R8512270030,360 N MILWAUKEE ST,TOWNE SQUARE,1.9067,1.91,2080000,City of Boise,MX-3,Boise Mixed-Use Regional,Mixed Use,High,Vacant Land,Boise,Mixed Use,Mixed Use,supports multifamily,4.074,0.344,154,4.96,2,43.608329,-116.282657,83.8,LOT 2 TOWNE SQUARE #94006469
R8512270018,N MILWAUKEE ST,TOWNE SQUARE,3.0545,3.069,2807400,City of Boise,MX-3,Boise Mixed-Use Regional,Mixed Use,High,Vacant Land,Boise,Mixed Use,Mixed Use,supports multifamily,4.194,0.19,154,4.96,2,43.609304,-116.280554,83.6,PAR #0018 OF LOT 1 TOWNE SQUARE PARCEL I R/S 4765 #0016-B
S0435449706,1680 W USTICK RD,4N 1W 35,4.5819,4.585,,City of Meridian,R-40,Meridian High Density Res (40 du/ac),Multifamily Residential,High,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,3.996,0.746,167,4.58,1,43.634769,-116.41456,83.6,PAR #9706 OF SE4SE4 SEC 35 4N 1W #449705-B
S1108234051,E PINE AVE,3N 1E 08,2.8248,2.818,1473000,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,1.503,0.75,45,18.97,6,43.612866,-116.369089,83.0,PAR #4050 OF S2NW4 SEC 8 3N 1E #234050-B
S1108234011,1800 E PINE AVE,3N 1E 08,7.524,7.532,2870800,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,1.557,0.687,45,18.97,6,43.613293,-116.370775,82.9,PAR #4011 OF SW4NW4 SEC 8 3N 1E #234010-B
R6819230110,1320 S RACKHAM WAY,OXYGEN SUB NO 02,4.3442,4.352,3317500,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.423,0.559,57,16.43,7,43.592378,-116.352442,82.6,PAR #0110 OF OXYGEN SUB NO 02 & OF OXYGEN SUB NO 01 PARCEL C ROS 11595 #0100-S #
R6819230215,1308 S RACKHAM WAY,OXYGEN SUB NO 02,1.2894,1.29,983400,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.395,0.592,57,16.43,7,43.593021,-116.353128,82.6,PAR #0215 OF OXYGEN SUB NO 02 & OF OXYGEN SUB NO 01 & OF OXYGEN SUB NO 03 PARCEL
S1116336403,3330 E OVERLAND RD,3N 1E 16,1.6462,1.64,2000300,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.393,0.573,57,16.43,7,43.591142,-116.353108,82.6,PAR #6403 NEAR SW COR SW4SW4 SEC 16 3N 1E #336402-B
S1116336453,3376 E OVERLAND RD,3N 1E 16,1.6752,1.689,2060000,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.43,0.51,57,16.43,7,43.591037,-116.352372,82.6,PAR #6453 NEAR SW COR OF OF SW4 SW4 SEC 16 3N 1E #336452-B
