acres,parcel_count,min_dist_mi,owner,owner_type,zoning,zoning_threat_baseline,compactness,location,lat,lon,parcels
17.56,1,4.85,,individual,Ada County:RR,Low,0.583,S TEN MILE RD,43.544848,-116.432634,S1302223012
16.18,2,1.27,,individual,Ada County:RUT,Low,0.577,E VICTORY RD,43.57074,-116.363706,"S1129120650,S1129131300"
15.75,5,3.45,,individual,"City of Boise:I-1, City of Boise:R-1A",Low,0.613,8701 W TARGEE ST,43.582057,-116.290028,"S1124325445,S1124325487,S1124325568,S1124325615,S1124325625"
15.38,1,4.92,,individual,Ada County:RUT,Low,0.571,N BLACK CAT RD,43.608708,-116.456485,S1209417200
14.91,2,4.82,,individual,Ada County:R6,Low,0.765,9325 W MOSSYWOOD DR,43.538378,-116.297306,"R1376770090,R1376770100"
14.82,4,1.83,,individual,City of Boise:I-1,Low,0.785,440 N CLOVERDALE RD,43.609032,-116.332958,"R9313390191,R9313390201,R9313390210,S1110325803"
13.47,2,4.62,,individual,City of Boise:I-1,Low,0.493,6850 W TARGEE ST,43.584531,-116.266486,"R3138970095,R3138970410"
13.18,1,2.72,,individual,Ada County:R1,Low,0.758,11301 W ARABIAN WAY,43.563644,-116.323146,S1127438500
12.69,1,3.85,,individual,City of Meridian:R-4,Low,0.699,4300 N RED HORSE WAY,43.645183,-116.383277,R3508200010
12.47,2,4.77,,individual,"Ada County:M3, Ada County:RSW",Low,0.555,3750 S COLE RD,43.568209,-116.271426,"S1030315115,S1030325538"
11.41,2,4.91,,individual,Ada County:RR,Low,0.424,8810 S STEWART RD,43.522306,-116.340942,"S1409427910,S1409428050"
11.38,2,2.32,,individual,Ada County:RSW,Low,0.718,12408 W AMITY RD,43.561984,-116.3372,"S1128449083,S1128449096"
11.22,1,3.94,,individual,Ada County:C2,Low,0.702,6381 S FIVE MILE RD,43.54485,-116.316522,S1403110375
10.77,4,0.9,,individual,"City of Meridian:C-C, City of Meridian:L-O",Low,0.737,1300 S TEARE AVE,43.591559,-116.380161,"R8257510025,R8461250120,R8461250136,R8461250359"
10.5,4,2.16,,individual,"City of Boise:A-1, City of Boise:I-1, City of Boise:R-1C",Low,0.618,878 N DAWN DR,43.612835,-116.32763,"R2024605500,R2024605725,R2024605750,R9313390120"
10.4,3,3.52,,individual,"City of Boise:A-1, City of Boise:MX-1, City of Boise:R-1C",Low,0.371,E ARCH ST,43.632555,-116.318403,"R8904000325,S1103110280,S1103110481"
10.24,2,3.16,,individual,"Ada County:R1, Ada County:RSW",Low,0.287,4981 S FIVE MILE RD,43.55838,-116.316096,"S1134110080,S1134110115"
10.07,3,4.19,,individual,"Ada County:R4, Ada County:R6",Low,0.269,4721 S CHEX WAY,43.559571,-116.286946,"R1080000080,R6052960590,R8222940140"
10.02,3,4.41,,individual,City of Boise:A-1,Low,0.455,5100 N TUMBLEWEED PL,43.65168,-116.326252,"S0527346655,S0527346710,S0527346750"
9.19,5,1.61,,individual,"City of Boise:A-1, City of Boise:R-1A, City of Boise:R-2",Low,0.63,11901 W THOMAS DR,43.60295,-116.331158,"R1956160160,S1115223101,S1115223121,S1115223161,S1115223600"
9.18,2,3.41,,individual,Ada County:RUT,Low,0.619,W USTICK RD,43.632441,-116.399895,"S1201120626,S1201120641"
8.86,3,4.69,,individual,Ada County:R2,Low,0.42,7500 S FIVE MILE RD,43.534029,-116.312135,"R2910520200,R2910520290,R2909521110"
8.66,1,3.66,,individual,Ada County:R2,Low,0.801,11511 W LAKE HAZEL RD,43.545501,-116.325665,S1403212411
8.58,1,4.43,,individual,City of Boise:A-1,Low,0.636,334 S COLE RD,43.600462,-116.273186,S1018223606
8.1,1,3.75,,individual,City of Boise:A-1,Low,0.672,4350 N COLONIAL PARK WAY,43.645121,-116.345914,S0533212600
8.09,4,0.87,,individual,"Ada County:R1, Ada County:RUT, City of Meridian:R-15",Low,0.665,S LOCUST GROVE RD,43.601865,-116.371441,"R7824440010,R7824440040,S1117223440,S1117223580"
8.07,1,3.18,,individual,City of Boise:A-1,Low,0.656,9851 W IRVING ST,43.614861,-116.305724,R1096251675
8.01,1,4.83,,individual,City of Boise:I-1,Low,0.861,519 N ALLUMBAUGH ST,43.609592,-116.267558,R1009000750
8.0,3,0.57,,individual,City of Meridian:R-4,Low,0.476,2000 E WOODBRIDGE DR,43.600348,-116.36958,"R8020700680,R8020701520,R8020701680"
7.86,4,2.56,,individual,"Ada County:R1, City of Meridian:R-8",Low,0.483,E BLUE HERON ST,43.625329,-116.389871,"R7039000371,R8521481130,R8521481540,R8521481550"
7.69,1,3.55,,individual,Ada County:R1,Low,0.784,2695 W VICTORY RD,43.574615,-116.427656,S1226212560
7.38,1,3.31,,individual,City of Meridian:L-O,Low,0.756,1855 E HERITAGE PARK LN,43.639325,-116.370573,R2122120410
7.17,2,4.29,,individual,Ada County:R2,Low,0.301,S CHOCTAW WAY,43.555635,-116.291278,"R7332820590,R7332820710"
6.99,1,1.61,,individual,City of Boise:A-1,Low,0.788,2030 S SUMPTER WAY,43.584046,-116.330522,R6989270800
6.91,1,1.37,,individual,City of Boise:A-1,Low,0.499,12275 W BRADDOCK DR,43.598841,-116.335229,R2107160451
6.87,3,4.33,,individual,"City of Boise:A-1, City of Boise:R-1B",Low,0.763,7850 W FLORENCE ST,43.616442,-116.279826,"S1112120686,S1112120692,S1112120703"
6.76,1,3.15,,individual,City of Boise:A-1,Low,0.77,2675 N SHAMROCK AVE,43.6297,-116.325471,S1103244210
6.69,2,4.05,,individual,City of Meridian:R-4,Low,0.764,W CHATEAU DR,43.625952,-116.42789,"R8221530230,S1202315000"
6.64,1,2.19,,individual,Ada County:RSW,Low,0.563,4055 S CLOVERDALE RD,43.566054,-116.335678,R1366240020
6.5,1,3.4,,individual,Ada County:RUT,Low,0.675,N VENABLE LN,43.629382,-116.404853,S1201244510
6.49,2,1.78,,individual,Ada County:RSW,Low,0.612,3399 S CLOVERDALE RD,43.572401,-116.337679,"S1128110100,S1128110151"
6.37,4,4.78,,individual,City of Boise:A-1,Low,0.78,3160 S BEVERLY ST,43.574302,-116.268128,"R3719090481,R3719090501,R3719090675,R3719091525"
6.24,2,0.63,,individual,City of Meridian:R-4,Low,0.72,2400 E THREE BARS DR,43.583487,-116.365584,"R5330160640,S1120244600"
6.22,3,0.98,,individual,"Ada County:R1, Ada County:RUT, City of Boise:R-1A",Low,0.717,4330 E OVERLAND RD,43.591134,-116.340067,"R7555000060,R7555000111,S1116438903"
6.13,1,4.92,,individual,City of Meridian:C-N,Low,0.729,3680 W USTICK RD,43.634603,-116.43971,S0434438850
6.08,1,4.53,,individual,Ada County:R6,Low,0.629,6350 S SEA BREEZE WAY,43.544743,-116.298188,R1376630010
5.95,2,3.69,,individual,"Ada County:LO, Ada County:R8",Low,0.61,6291 S ALMIRA WAY,43.54593,-116.322606,"R0240370101,R3526470090"
5.89,2,1.73,,individual,City of Boise:R-1A,Low,0.179,2600 S SUMPTER PL,43.578723,-116.32772,"R6989400200,R6989410060"
5.86,3,3.38,,individual,"City of Meridian:C-N, City of Meridian:L-O",Low,0.762,E LEIGH FIELD DR,43.640529,-116.373601,"R2122120100,R2122120200,R2122120700"
5.8,1,2.94,,individual,Ada County:RUT,Low,0.548,3145 S LINDER RD,43.575982,-116.415323,S1223449000
5.73,2,4.46,,individual,"Ada County:RUT, City of Meridian:R-2",Low,0.782,E DUNWOODY CT,43.656123,-116.371263,"R1966962602,R1966962790"
5.71,2,4.27,,individual,City of Boise:A-1,Low,0.558,11211 W MCMILLAN RD,43.646723,-116.321479,"R3594270900,R3594290250"
5.48,1,1.07,,individual,City of Meridian:R-4,Low,0.717,3930 E EASY JET DR,43.580794,-116.346103,R8230060150
5.38,1,2.32,,individual,Ada County:RUT,Low,0.648,E AMITY RD,43.558766,-116.367577,S1132212710
5.06,1,3.24,,individual,Ada County:RUT,Low,0.529,S FRANCINE LN,43.578466,-116.422863,R5443270500
5.05,1,4.23,,individual,City of Boise:A-1,Low,0.562,3801 N JULLION WAY,43.639694,-116.308031,S0535314850
5.04,1,4.99,,individual,Ada County:RR,Low,0.69,4615 E FAITH LN,43.521902,-116.336393,R1096330075
5.0,1,4.92,,individual,Ada County:RUT,Low,0.707,3735 S BLACK CAT RD,43.571376,-116.455028,R3616230040
4.99,1,2.54,,individual,Ada County:RUT,Low,0.664,1440 E MARY LN,43.557007,-116.376634,S1131141950
4.93,4,4.08,,individual,"Ada County:RUT, City of Meridian:R-4",Low,0.279,N RED HORSE WAY,43.648829,-116.384354,"R5147490020,R5147490040,R5147490050,R7689810020"
4.9,1,2.3,,individual,Ada County:RUT,Low,0.708,4940 S LOCUST GROVE RD,43.559819,-116.373168,S1132223210
4.86,1,2.34,,individual,Ada County:RUT,Low,0.679,1385 E AMITY RD,43.560295,-116.377543,S1131110075
4.7,1,4.77,,individual,Ada County:RSW,Low,0.701,6514 S MAPLE GROVE RD,43.543505,-116.292947,S1401223400
4.69,1,4.08,,individual,Ada County:RUT,Low,0.669,S NOVA LN,43.588371,-116.44215,S1222121110
4.62,2,3.52,,individual,City of Boise:I-1,Low,0.755,8924 W FRANKLIN RD,43.60557,-116.293051,"S1112336113,S1112336122"
4.54,1,1.83,,individual,City of Boise:A-1,Low,0.477,11505 W THOMAS DR,43.600625,-116.326334,R8399000510
4.36,1,1.03,,individual,Ada County:R1,Low,0.371,E FRANKLIN RD,43.606807,-116.362333,S1108438460
4.36,2,4.42,,individual,"Ada County:R6, Ada County:RUT",Low,0.364,3299 S MAVERICK LN,43.573049,-116.276524,"S1125110115,S1125110310"
4.35,2,2.46,,individual,"City of Boise:R-1A, City of Boise:R-1C",Low,0.444,2272 S FIVE MILE RD,43.582823,-116.312039,"S1123234005,S1123325550"
4.27,1,4.93,,individual,Ada County:RUT,Low,0.56,W FRANKLIN RD,43.605466,-116.457695,S1209449101
4.16,2,3.38,,individual,City of Boise:I-1,Low,0.41,1 N MAPLE GROVE RD,43.605256,-116.295971,"S1111449153,S1111449187"
4.14,1,1.58,,individual,City of Boise:A-1,Low,0.437,12250 W FRANKLIN RD,43.605505,-116.335359,S1109449909
4.12,1,3.47,,individual,Ada County:RSW,Low,0.614,10370 W HIGHLANDER RD,43.556632,-116.311681,R1317000020
4.1,2,3.15,,individual,Ada County:R1,Low,0.496,4452 S FIVE MILE RD,43.56252,-116.312911,"S1126336080,S1126336127"
4.1,2,3.99,,individual,City of Meridian:C-N,Low,0.653,N LOCUST GROVE RD,43.649881,-116.373469,"R9525350200,S0529336230"
4.07,1,2.02,,individual,Ada County:RSW,Low,0.561,4430 W BOTT LN,43.567502,-116.338746,S1128417450
4.01,2,1.58,,individual,"City of Boise:R-1B, City of Boise:R-1C",Low,0.531,11800 W OVERLAND RD,43.59064,-116.329268,"R0500410460,S1115336550"
4.0,1,1.32,,individual,City of Meridian:I-L,Low,0.76,3649 E COMMERCIAL CT,43.609034,-116.348906,R1527260080
4.0,1,3.65,,individual,Ada County:RSW,Low,0.581,9850 W HIGHLANDER RD,43.556966,-116.306214,R1317000060
3.92,2,1.82,,individual,City of Meridian:I-L,Low,0.785,2950 E JEWEL ST,43.618187,-116.358071,"R8525100950,R8525101100"
3.91,1,1.74,,individual,Ada County:RUT,Low,0.646,105 E ROSALYN DR,43.582431,-116.393022,R2114050015
3.78,1,3.26,,individual,City of Meridian:L-O,Low,0.448,N LINDER RD,43.621829,-116.411328,S1201336109
3.73,1,4.86,,individual,City of Meridian:R-4,Low,0.213,W BELLTOWER DR,43.643681,-116.426718,R1079900010
3.72,1,3.31,,individual,Ada County:RUT,Low,0.758,W AMITY RD,43.560309,-116.410672,S1236222560
3.69,2,4.11,,individual,City of Boise:R-1C,Low,0.398,13203 W PALA MESA DR,43.651877,-116.346906,"R5199250580,R5199260105"
3.67,2,2.81,,individual,City of Meridian:R-4,Low,0.342,2850 N GRENADIER WAY,43.630964,-116.3419,"R7366230570,R7366250490"
3.63,1,3.25,,individual,City of Boise:R-1C,Low,0.422,13163 W FRINGETREE ST,43.637794,-116.345939,R7200810680
3.6,1,1.41,,individual,City of Boise:R-1B,Low,0.304,12511 W MUIR RIDGE DR,43.579972,-116.338112,R5887710170
3.6,1,4.35,,individual,City of Boise:R-1B,Low,0.405,14400 W TALON CREEK DR,43.654941,-116.362654,R0607040160
3.49,2,1.24,,individual,Ada County:RUT,Low,0.49,E VICTORY RD,43.575206,-116.370017,"S1129223005,S1129223100"
3.47,1,2.64,,individual,Ada County:R4,Low,0.81,12400 W ROCKHAMPTON ST,43.557765,-116.337358,R7533450180
3.4,2,3.07,,individual,City of Boise:I-1,Low,0.797,9878 W EMERALD ST,43.610139,-116.304903,"R1573680427,R1573680477"
3.4,1,3.51,,individual,City of Boise:R-1C,Low,0.514,2626 S MAPLE GROVE RD,43.578895,-116.293075,S1124336155
3.4,1,3.76,,individual,City of Meridian:R-4,Low,0.541,W LAKE HAZEL RD,43.545776,-116.400638,R5125250060
3.37,1,3.47,,individual,City of Meridian:R-4,Low,0.447,2740 E WAINWRIGHT DR,43.642221,-116.361051,R9846870140
3.15,3,3.4,,individual,City of Boise:I-1,Low,0.705,9249 W EMERALD ST,43.610354,-116.297247,"R1573670180,R1573670190,R1573670200"
3.15,1,3.45,,individual,City of Boise:A-1,Low,0.62,8995 W SHOUP DR,43.598138,-116.292541,S1113233822
3.13,1,4.41,,individual,City of Boise:R-1C,Low,0.697,8953 W USTICK RD,43.632979,-116.293486,R4767440033
3.12,2,4.46,,individual,City of Meridian:R-4,Low,0.731,TBD,43.63341,-116.429078,"R9311720100,R9311720200"
3.11,1,4.21,,individual,Ada County:RUT,Low,0.328,4000 W VICTORY RD,43.577975,-116.442809,S1222438510
3.05,1,2.9,,individual,Ada County:R4,Low,0.528,5575 S APSLEY WAY,43.553218,-116.338478,R7533520010
2.96,1,3.05,,individual,Ada County:R6,Low,0.509,10070 W SENECA DR,43.569596,-116.308266,S1126244550
2.94,2,2.4,,individual,City of Boise:R-1A,Low,0.718,10830 W VICTORY RD,43.576348,-116.317065,"R2847060006,R2847060007"
2.93,2,0.96,,individual,"City of Meridian:R-4, City of Meridian:R-8",Low,0.172,E DWORSHAK CT,43.578525,-116.365931,"R7851180240,R8028170010"
2.91,2,1.65,,individual,City of Meridian:R-2,Low,0.227,3550 E KINGSBRIDGE DR,43.569365,-116.350271,"R4947170091,R4947170130"
2.9,1,4.95,,individual,City of Meridian:I-L,Low,0.781,3915 N TEN MILE RD,43.639858,-116.43455,S0434417426
2.87,2,3.35,,individual,Ada County:R2,Low,0.649,W LYLE ST,43.570434,-116.300821,"R1171010207,R1171020093"
2.86,1,4.32,,individual,Ada County:R4,Low,0.415,9201 W SAGEBRUSH DR,43.549774,-116.297206,R9473780380
2.85,1,3.13,,individual,Ada County:RUT,Low,0.439,3220 E LAKE HAZEL RD,43.546948,-116.353393,S1133336411
2.81,2,2.97,,individual,City of Boise:R-1B,Low,0.36,9705 W WICHITA ST,43.585961,-116.302107,"R5211710710,R9388330260"
2.8,1,4.02,,individual,Ada County:RSW,Low,0.339,10310 W LAKE HAZEL RD,43.547126,-116.309542,S1135336540
2.78,1,4.96,,individual,City of Meridian:R-4,Low,0.167,W MCMILLAN RD,43.64791,-116.422947,R1079940230
2.77,2,3.97,,individual,Ada County:R6,Low,0.243,W THUNDER MOUNTAIN DR,43.565153,-116.290423,"R8222920120,R8222930010"
2.69,2,1.54,,individual,City of Meridian:I-L,Low,0.754,E PINE AVE,43.611674,-116.346604,"R7138500050,R7138500060"
2.69,1,2.85,,individual,Ada County:R1,Low,0.546,115 S LINDER RD,43.603351,-116.415615,R8956000211
2.68,1,3.21,,individual,Ada County:R6,Low,0.624,6020 S APSLEY WAY,43.548507,-116.338294,R7533620200
2.64,1,4.48,,individual,Ada County:R4,Low,0.164,3520 S LOWER FORK WAY,43.569888,-116.276718,R1607690440
2.6,2,3.3,,individual,"Ada County:C1, Ada County:LO",Low,0.74,12200 W LAKE HAZEL RD,43.547271,-116.334964,"R7533670020,R7533670030"
2.6,1,4.18,,individual,City of Boise:R-1B,Low,0.726,5251 N ICE SPRINGS WAY,43.652334,-116.363752,R0607030400
2.6,1,4.71,,individual,Ada County:R4,Low,0.187,W HARMONICA WAY,43.549739,-116.28686,R2814180350
2.57,2,0.71,,individual,"Ada County:R1, City of Meridian:R-4",Low,0.183,E WOODBRIDGE DR,43.598495,-116.372179,"R5299900053,R8020701180"
2.57,1,4.48,,individual,City of Meridian:R-4,Low,0.697,750 E JOSHUA TREE DR,43.654529,-116.384419,R7689821340
2.56,1,1.45,,individual,City of Meridian:I-L,Low,0.77,3503 E PINE AVE,43.611577,-116.350971,R7138490040
2.56,2,2.52,,individual,City of Meridian:R-4,Low,0.705,3379 S KENTUCKY WAY,43.573906,-116.405062,"R4882810570,R4882890010"
2.56,1,4.06,,individual,City of Boise:I-1,Low,0.619,2101 S SATURN WAY,43.583937,-116.280445,S1124131281
2.55,1,2.74,,individual,Ada County:R6,Low,0.423,4911 S WHITMORE WAY,43.558699,-116.331162,R9403110150
2.55,1,3.32,,individual,City of Boise:I-1,Low,0.253,9352 W EMERALD ST,43.611033,-116.299916,R1573670105
2.54,1,0.42,,individual,City of Meridian:L-O,Low,0.739,2045 E OVERLAND RD,43.589834,-116.368772,R7406020070
2.53,1,1.27,,individual,City of Meridian:I-L,Low,0.712,4375 E COMMERCIAL CT,43.609102,-116.351549,R1527260041
2.53,2,4.39,,individual,Ada County:RUT,Low,0.75,N LARKWOOD PL,43.65433,-116.381353,"R5147490150,R5147490180"
2.49,1,4.39,,individual,City of Meridian:R-4,Low,0.343,4650 N BLISSFUL AVE,43.646795,-116.405344,R9351140460
2.48,1,4.68,,individual,City of Meridian:R-4,Low,0.665,762 E SEGUNDO ST,43.657427,-116.384414,R7689831990
2.47,1,3.56,,individual,Ada County:RSW,Low,0.363,10458 W LA GRANGE LN,43.554346,-116.312323,R6115310200
2.47,1,3.64,,individual,City of Boise:I-1,Low,0.557,W EMERALD ST,43.610598,-116.292887,R8120820500
2.44,2,3.44,,individual,City of Boise:R-1C,Low,0.534,13759 W WAINWRIGHT DR,43.641378,-116.353357,"R9318750010,R9318750030"
2.43,1,3.81,,individual,City of Boise:A-1,Low,0.778,8303 W VINCENT ST,43.586885,-116.28501,S1124212521
2.42,1,4.94,,individual,City of Boise:I-1,Low,0.474,6755 W VICTORY RD,43.574247,-116.265215,R3719090121
2.41,1,3.88,,individual,Ada County:RUT,Low,0.681,W JARVIS CT,43.555236,-116.419476,R6934730170
2.41,1,4.3,,individual,City of Meridian:R-4,Low,0.774,N DEBUSSY WAY,43.653806,-116.36981,R9025670200
2.4,1,0.62,,individual,City of Meridian:R-4,Low,0.207,S THORNWOOD WAY,43.599787,-116.366875,R8020710640
2.37,1,4.57,,individual,Ada County:R4,Low,0.425,7941 S RAFAEL WAY,43.529936,-116.328915,R1293320110
2.35,2,1.62,,individual,City of Meridian:R-4,Low,0.279,E EISENHOWER DR,43.614192,-116.350905,"R1618760350,R1618770190"
2.35,1,4.67,,individual,City of Boise:I-1,Low,0.764,W BETHEL ST,43.606166,-116.269582,S1007336231
2.35,1,4.7,,individual,Ada County:R6,Low,0.279,9136 W PATINA DR,43.543073,-116.295476,R1376790180
2.32,1,2.32,,individual,City of Boise:R-1B,Low,0.33,10751 W DIVIDE PASS DR,43.583447,-116.316009,R8048660040
2.29,2,3.1,,individual,City of Meridian:R-4,Low,0.333,W WATERBURY DR,43.627421,-116.401009,"R9242180630,R9242190300"
2.27,1,1.52,,individual,City of Meridian:I-L,Low,0.61,281 N BALTIC PL,43.608067,-116.381529,R5672030310
2.24,1,4.97,,individual,City of Kuna:R-6,Low,0.513,3463 W COMMEMORATION AVE,43.545617,-116.436955,R5665700860
2.22,1,4.64,,individual,Ada County:C1,Low,0.707,6200 S MAPLE GROVE RD,43.54604,-116.293191,R5793840321
2.21,1,1.68,,individual,Ada County:M1,Low,0.728,E BROADWAY ST,43.609436,-116.384083,S1107325810
2.2,1,2.54,,individual,City of Meridian:R-4,Low,0.318,1397 W ROOSTERFISH ST,43.596261,-116.411194,R5464350310
2.2,2,2.96,,individual,City of Meridian:R-2,Low,0.703,5743 S SUBLIMITY AVE,43.552411,-116.384884,"R0476000260,R0476000280"
2.19,1,4.91,,individual,City of Boise:R-1C,Low,0.227,9480 W MCMILLAN RD,43.648691,-116.301984,S0526438405
2.18,1,2.95,,individual,City of Boise:R-1B,Low,0.167,9800 W MOSSY CUP ST,43.578606,-116.304953,R1294360250
2.18,1,4.78,,individual,Ada County:M1,Low,0.718,119 N BLACK CAT RD,43.605674,-116.454464,S1209449550
2.15,1,1.6,,individual,City of Boise:I-1,Low,0.616,12509 W MONSANTO ST,43.608713,-116.338758,R8536771410
2.14,1,0.6,,individual,Ada County:R1,Low,0.788,S JADE AVE,43.592128,-116.348934,R4626240075
2.14,1,4.85,,individual,Ada County:RUT,Low,0.523,W OVERLAND RD,43.591037,-116.45778,S1216449020
2.1,2,3.29,,individual,City of Meridian:I-L,Low,0.58,2422 W FRANKLIN RD,43.605338,-116.423904,"R1389350070,R1389350085"
2.07,1,1.77,,individual,City of Meridian:R-4,Low,0.211,E CONGRESSIONAL DR,43.616124,-116.34937,R1618780120
2.06,1,4.43,,individual,City of Meridian:R-4,Low,0.17,N COOL RIVER AVE,43.641838,-116.416443,R1789190150
2.05,1,4.34,,individual,City of Meridian:L-O,Low,0.162,N SUMMIT WAY,43.64727,-116.401882,R1333210130
2.04,1,1.92,,individual,City of Boise:I-1,Low,0.774,12152 W EXECUTIVE DR,43.611559,-116.333722,R9313390017
2.03,2,3.42,,individual,City of Boise:R-1C,Low,0.741,9524 W IRVING ST,43.616234,-116.300769,"R8281004106,R8281004107"
2.0,1,4.49,,individual,Ada County:R1,Low,0.623,8027 S CLOVERDALE RD,43.529675,-116.335309,R1016100200
2.0,2,4.6,,individual,City of Boise:A-1,Low,0.765,7250 W SORENSEN DR,43.574544,-116.27209,"R8043260070,R8043260110"
2.0,1,4.93,,individual,Ada County:RUT,Low,0.619,W VIEW PL,43.592503,-116.45949,S1216438612
1.99,1,4.31,,individual,Ada County:RR,Low,0.727,E COLUMBIA RD,43.531156,-116.379992,S1407120600
1.9,1,3.01,,individual,Ada County:RUT,Low,0.585,3525 S LINDER RD,43.572641,-116.41481,S1226110550
1.9,1,4.11,,individual,Ada County:RUT,Low,0.694,4952 N LARKWOOD PL,43.649864,-116.379643,R5147490315
1.87,1,2.68,,individual,City of Meridian:R-4,Low,0.608,5689 S MONTAGUE WAY,43.553127,-116.359685,R7977060100
1.84,1,2.12,,individual,City of Meridian:L-O,Low,0.684,235 SW 5TH AVE,43.602763,-116.400447,R8533750600
1.82,1,4.83,,individual,Ada County:C1,Low,0.738,4601 S COLE RD,43.560443,-116.274705,S1136110010
1.81,1,3.29,,individual,City of Meridian:C-N,Low,0.797,1627 N LINDER RD,43.619678,-116.414291,R1386900153
1.8,1,2.34,,individual,City of Meridian:R-4,Low,0.247,S REDHEAD AVE,43.597108,-116.407151,R5135430020
1.79,1,2.09,,individual,City of Boise:I-1,Low,0.547,11515 W EXECUTIVE DR,43.608811,-116.326172,R9313390310
1.79,1,4.81,,individual,City of Meridian:R-4,Low,0.186,W MCMILLAN RD,43.648207,-116.417411,R1079980340
1.78,1,3.94,,individual,Ada County:R4,Low,0.25,12565 W ORION GREENS ST,43.537321,-116.338572,R8792620880
1.74,1,2.8,,individual,City of Meridian:R-4,Low,0.189,S GRAPHITE WAY,43.551687,-116.366949,R0988260290
1.74,1,4.85,,individual,Ada County:RSW,Low,0.784,6810 S MAPLE GROVE RD,43.541323,-116.293658,S1401233660
1.72,1,4.57,,individual,Ada County:R6,Low,0.221,S COLE RD,43.564629,-116.277639,S1125449200
1.69,1,2.76,,individual,Ada County:R1,Low,0.403,515 S LINDER RD,43.599822,-116.414997,R8956001691
1.68,1,2.57,,individual,City of Meridian:R-4,Low,0.691,W JACKSNIPE DR,43.594652,-116.41216,R5464350860
1.68,1,2.75,,individual,Ada County:R6,Low,0.541,11681 W FENCHURCH ST,43.560124,-116.327767,R8039170340
1.68,1,4.58,,individual,City of Meridian:R-4,Low,0.365,2248 E BARCLAY LN,43.658048,-116.366244,R8442260500
1.66,1,2.5,,individual,City of Boise:I-1,Low,0.714,10880 W EXECUTIVE DR,43.610617,-116.318076,R9313403070
1.64,1,2.59,,individual,City of Meridian:R-4,Low,0.622,2520 E MORES TRAIL DR,43.554413,-116.362622,R8048400470
1.63,1,3.16,,individual,City of Boise:I-1,Low,0.777,9704 W EMERALD ST,43.610131,-116.302948,R1573670022
1.62,1,4.75,,individual,City of Meridian:R-4,Low,0.661,N LAMBERT WAY,43.61384,-116.450914,R1317520550
1.61,1,2.54,,individual,City of Meridian:R-4,Low,0.167,S BENTWATERS WAY,43.555251,-116.358835,R7977530440
1.6,1,3.25,,individual,City of Boise:I-1,Low,0.678,9544 W EMERALD ST,43.610131,-116.301023,R1573670065
1.59,1,2.89,,individual,Ada County:R6,Low,0.585,4700 S WAKES PL,43.560461,-116.32296,R8039190150
1.58,1,1.65,,individual,City of Meridian:R-4,Low,0.825,3775 E BRENTOR ST,43.570153,-116.34738,R4947180290
1.58,1,1.88,,individual,City of Boise:R-1A,Low,0.243,2520 S GATEWOOD LN,43.580751,-116.326741,R6989630840
1.57,1,1.24,,individual,City of Meridian:I-L,Low,0.731,2095 E COMMERCIAL ST,43.609177,-116.367933,R5175520060
1.57,1,2.94,,individual,City of Boise:I-1,Low,0.787,10096 W EMERALD ST,43.610378,-116.307846,R1573680384
1.57,1,4.54,,individual,City of Meridian:R-4,Low,0.278,N STARRY NIGHT AVE,43.656561,-116.37768,R5432490470
1.55,1,4.6,,individual,City of Meridian:R-4,Low,0.206,N TEN MILE RD,43.631251,-116.43502,R2391300020
1.54,1,2.85,,individual,Ada County:R1,Low,0.654,E USTICK RD,43.63314,-116.36481,S1105212407
1.53,1,1.27,,individual,City of Meridian:I-L,Low,0.737,2017 E COMMERCIAL ST,43.609183,-116.369443,R5175520040
1.49,1,3.5,,individual,City of Meridian:L-O,Low,0.698,2150 W CHERRY LN,43.619557,-116.419576,S1202438802
1.48,1,3.26,,individual,City of Meridian:R-2,Low,0.73,6597 S NETHERFIELD WAY,43.544787,-116.360864,R4857090400
1.46,1,4.93,,individual,City of Meridian:R-4,Low,0.724,N BLACK CAT RD,43.627131,-116.446574,S1203244500
1.45,1,4.75,,individual,Ada County:R4,Low,0.367,S MANDOLIN WAY,43.547793,-116.288089,R2814150290
1.44,1,4.28,,individual,City of Boise:R-1C,Low,0.248,13120 W PALA MESA DR,43.652888,-116.345661,R5199260260
1.41,1,2.42,,individual,Ada County:RUT,Low,0.754,1385 E AMITY RD,43.559569,-116.379504,S1131110125
1.39,1,3.0,,individual,City of Boise:R-1A,Low,0.922,1730 S COTTERELL WAY,43.588458,-116.30123,R5710411180
1.39,1,3.45,,individual,City of Meridian:I-L,Low,0.664,2700 W FRED SMITH ST,43.605312,-116.427391,S1211346842
1.39,1,4.58,,individual,City of Meridian:R-4,Low,0.525,N TOWERBRIDGE WAY,43.640179,-116.423763,R1080070010
1.38,1,1.6,,individual,City of Meridian:I-L,Low,0.755,3983 E PINE AVE,43.611663,-116.344158,R7138500110
1.38,1,4.02,,individual,City of Meridian:R-4,Low,0.38,E PEACH SPRINGS ST,43.647131,-116.38649,R1487750310
1.35,1,4.32,,individual,City of Boise:R-1A,Low,0.546,W EMERALD ST,43.611873,-116.279023,S1112417315
1.34,1,4.4,,individual,City of Boise:I-1,Low,0.425,2807 S COLE RD,43.577189,-116.275348,R8048070044
1.33,1,2.66,,individual,City of Meridian:R-4,Low,0.266,W RIODOSA CT,43.572759,-116.407057,R4882830480
