account,situs,subdivision,acres,assessor_acres,total_value,jurisdiction,zone_code,zone_plain,zone_category,mf_threat,bucket,flu_source,flu_designation,flu_plain,flu_intent,dist_mi,compactness,contig_group,contig_group_acres,contig_group_parcels,lat,lon,interest,legal
S1036212450,4800 S FEDERAL WAY,3N 2E 36,13.0342,13.063,3414100,City of Boise,MX-3,Boise Mixed-Use Regional,Mixed Use,High,Vacant Land,Boise,Industrial,Industrial,non-residential,1.349,0.493,13,108.78,8,43.55879,-116.164329,158.1,PAR #2450 OF NE4NW4 SEC 36 3N 2E #212410-B
S1609234000,E COLUMBIA RD,2N 3E 09,27.9843,28,5040000,City of Boise,R-2,Two-Family / Low-Density,Two-Family / Low-Density Residential,Medium,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.282,0.572,3,1305.42,35,43.524861,-116.112032,155.4,PAR #4000 OF SW4NW4 SEC 9 2N 3E #231175-B
S1608233600,E COLUMBIA RD,2N 3E 08,59.5919,59.785,15625400,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),1.473,0.753,3,1305.42,35,43.525676,-116.131864,142.1,PAR #3600 SW4NW4 N2NW4SW4 SEC 8 2N 3E #233300-B
S1608325400,E COLUMBIA RD,2N 3E 08,19.8394,19.785,5171000,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),1.72,0.699,3,1305.42,35,43.521159,-116.131859,141.6,PAR #5400 S2NW4SW4 SEC 8 2N 3E #233300-S #96038595
S1608314800,E COLUMBIA RD,2N 3E 08,119.2027,119.22,15579700,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),1.871,0.588,3,1305.42,35,43.521165,-116.126908,141.3,PAR #4800 SE4NW4 E2SE4 SEC 8 2N 3E #243800-S
S1608336000,E COLUMBIA RD,2N 3E 08,39.8014,39.77,10394300,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),1.879,0.785,3,1305.42,35,43.51844,-116.131857,141.2,SW4SW4 SEC 8 2N 3E #95075533 #330000 R
S1608427800,5051 E COLUMBIA RD,2N 3E 08,119.4069,119.51,15617600,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),1.998,0.588,3,1305.42,35,43.522068,-116.121954,141.0,W2SE4 & SW4NE4 SEC 08 2N 3E PAR B ROS 13736 #131200-S #417800-C #438400-C
S1608141800,S AMBER RIDGE AVE,2N 3E 08,39.8101,39.85,5207600,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.057,0.785,3,1305.42,35,43.525243,-116.117,140.9,SE4NE4 SEC 08 2N 3E PAR A ROS 13736 #131200-S
S1604223300,5901 E LAKE FOREST DR,2N 3E 04,24.9252,24.94,0,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.092,0.304,2,1678.71,21,43.542077,-116.109426,140.8,PAR #3300 OF N2 SEC 04 & OF GOV LOT 01 SEC 05 2N 3E R/S 8229
S1608417250,E COLUMBIA RD,2N 3E 08,39.7905,39.815,5203000,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.186,0.785,3,1305.42,35,43.522074,-116.116996,140.6,NE4SE4 SEC 8 2N 3E #417200-B
S1609233900,E COLUMBIA RD,2N 3E 09,1.9956,2,360000,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.199,0.783,3,1305.42,35,43.526219,-116.112867,140.6,PAR #3900 OF SW4NW4 SEC 9 2N 3E #231175-S
R5350490060,6001 E COLUMBIA RD,LUCKY PEAK SUB,9.6943,9.71,336800,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.287,0.512,3,1305.42,35,43.529234,-116.108921,140.4,LOT 4 EXC R/W LUCKY PEAK SUB #9231184
R5350490040,E COLUMBIA RD,LUCKY PEAK SUB,9.7382,9.75,295000,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.344,0.51,3,1305.42,35,43.529263,-116.107676,140.3,LOT 3 LUCKY PEAK SUB
R5350490020,6225 E COLUMBIA RD,LUCKY PEAK SUB,9.7635,9.75,164700,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.402,0.511,3,1305.42,35,43.529273,-116.10643,140.2,LOT 2 LUCKY PEAK SUB #9233038
R5350490000,E COLUMBIA RD,LUCKY PEAK SUB,9.729,9.75,164700,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.442,0.51,3,1305.42,35,43.530038,-116.105184,140.1,LOT 1 LUCKY PEAK SUB #95095793
S1609244200,E COLUMBIA RD,2N 3E 09,39.8354,39.871,7176800,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.487,0.783,3,1305.42,35,43.525246,-116.107056,140.0,PAR #4200 POR NW4 SEC 9 2N 3E #241250-B
S1604131350,E HWY 21,2N 3E 04,100.9448,90.57,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.544,0.564,2,1678.71,21,43.539732,-116.100479,139.9,PAR #1350 OF E2 SEC 4 2N 3E
S1609131525,E COLUMBIA RD,2N 3E 09,18.2287,18.202,3276400,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.676,0.47,3,1305.42,35,43.525419,-116.102755,139.6,PAR #1525 OF SW4 NE4 SEC 09 2N 3E #131517-B
S1604449060,7198 E COLUMBIA RD,2N 3E 04,13.6104,13.623,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.825,0.73,2,1678.71,21,43.533523,-116.095952,139.3,PAR #9060 OF NE'LY COR SE4SE4 SEC 4  2N 3E PARCEL A  R/S 8752 #449050-S
S1606233800,2525 E GOWEN RD,2N 3E 06,17.2052,16.9,0,Ada County,M3,County Manufacturing M3,Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.172,0.737,3,1305.42,35,43.539246,-116.151373,136.7,S 1/2 OF LOT 5 SEC 6 2N 3E #233100 R #96080772 #96080771
S1501142005,6950 S FEDERAL WAY,2N 2E 01,2.9194,2.96,0,Ada County,M3,County Manufacturing M3,Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.225,0.753,3,1305.42,35,43.539235,-116.154073,136.6,PAR #2005 OF SE4NE4 SEC 1 2N 2E #142000-B #96080772 #96080771
S1501142105,6850 S FEDERAL WAY,2N 2E 01,2.4914,2.54,0,Ada County,M3,County Manufacturing M3,Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.181,0.776,3,1305.42,35,43.540315,-116.154233,136.6,PAR #2105 OF SE4NE4 SEC 1 2N 2E #142100 B #9229363
S1606420200,2821 E GOWEN RD,2N 3E 06,7.6902,7.76,0,Ada County,C2,County Commercial,Commercial,Low,Vacant Land,Boise,Commercial,Commercial,non-residential (MF only if mixed),0.215,0.676,3,1305.42,35,43.539383,-116.148397,136.6,PAR #0200 OF SE4NW4 SEC 6 2N 3E #0425-B #96104492
S1606314800,S FEDERAL WAY,2N 3E 06,81.1944,81.263,21238900,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.469,0.713,3,1305.42,35,43.535272,-116.148359,136.1,PAR #4800 OF S2 SEC 6 2N 3E #3255550-B
S1606438415,2805 E COLUMBIA RD,2N 3E 06,20.6174,20.467,5349300,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.719,0.617,3,1305.42,35,43.533171,-116.143046,135.6,PAR #8415 OF SW4SE4 SEC 6 2N 3E #438413 & VAC R/W S & ADJ #96007345
R3220250660,7563 S EISENMAN RD,GOWEN BUSINESS PARK SUB NO 03,2.4633,2.465,1073800,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.744,0.758,6,449.78,25,43.533186,-116.160218,135.5,PAR #0660 OF LTS 13-14 & OF LOTS 16-17 BLK 03 GOWEN BUSINESS PARK SUB NO 03 PARC
R3220250680,7651 S EISENMAN RD,GOWEN BUSINESS PARK SUB NO 03,2.535,2.537,1105100,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.769,0.757,6,449.78,25,43.532507,-116.159771,135.5,PAR #0680 OF LOT 17 BLK 03 GOWEN BUSINESS PARK SUB NO 03 PARCEL 4 R/S 4715 #0721
R3220250732,7719 S EISENMAN RD,GOWEN BUSINESS PARK SUB NO 03,2.7797,2.78,836400,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.772,0.715,6,449.78,25,43.532159,-116.159132,135.5,PAR #0732 OF LT 17 BL 3 GOWEN BUSINESS PARK SUB NO 03 TRACT ADJ E'LY PARC 5 R/S 
S1512112030,7800 S EISENMAN RD,2N 2E 12,5.2109,5.221,1819400,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.816,0.543,6,449.78,25,43.530636,-116.156792,135.4,PAR #2030 @ NE COR OF W2NE4NE4 E OF R/W SEC 12 2N 2E PARCEL 1 R/S 5522 #112025-B
S1512110002,8054 S EISENMAN RD,2N 2E 12,3.6697,3.67,1278900,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.864,0.538,6,449.78,25,43.529443,-116.1544,135.3,PAR #0002 @ E SIDE NE4NE4 SEC 12 2N 2E PARCEL 3 R/S 6149 #110000-B
S1512111270,8014 S EISENMAN RD,2N 2E 12,1.8053,1.808,630000,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.871,0.782,6,449.78,25,43.529539,-116.155613,135.3,PAR #1270 @ CTR NE4NE4 SEC 12 2N 2E PARCEL 2 R/S 6149 #111251-S
S1512111280,7828 S EISENMAN RD,2N 2E 12,5.5899,5.588,1947300,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.863,0.274,6,449.78,25,43.529539,-116.154952,135.3,PAR #1280 @ W SIDE E2NE4NE4 SEC 12 2N 2E PARCEL 1 R/S 6149 #110040-C #111253-C #
S1512112050,7901 S EISENMAN RD,2N 2E 12,13.081,13.257,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.887,0.534,6,449.78,25,43.529835,-116.157852,135.2,PAR #2050 @ W SIDE OF NE4NE4 SEC 12 2N 2E PARCEL 2 R/S 5522 #112025-S
S1512120850,S EISENMAN RD,2N 2E 12,11.47,11.465,2996500,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.898,0.577,6,449.78,25,43.530173,-116.159395,135.2,PAR #0850 OF NW4NE4 SEC 12 2N 2E #0800-B
S1512122325,8355 S EISENMAN RD,2N 2E 12,4.9938,5,1089000,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.925,0.698,6,449.78,25,43.530982,-116.162215,135.2,PAR #2325 OF NW4NE4 SEC 12 2N 2E #97090501
R3219900017,1062 E EXCHANGE ST,GOWEN BUSINESS PARK SUB NO 01,1.1589,1.156,453200,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.971,0.51,4,595.95,24,43.54541,-116.169909,135.1,PAR LOTS 2 & 3 BLK 1 GOWEN BUSINESS PARK SUB NO 01 #0018-B #0020-C
S1036346600,5040 S APPLE ST,3N 2E 36,64.67,60,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.932,0.269,11,194.49,4,43.550439,-116.165427,135.1,PAR #6600 OF SW4 SEC 36 3N2E
S1512114875,8170 S EISENMAN RD,2N 2E 12,1.7238,1.721,599700,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.942,0.779,6,449.78,25,43.528291,-116.154312,135.1,PAR #4875 NE4 SEC 12 2N 2E
R3219900011,1030 E EXCHANGE ST,GOWEN BUSINESS PARK SUB NO 01,1.3379,1.338,524500,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.003,0.653,4,595.95,24,43.545583,-116.1705,135.0,LOT 1 BLK 1 EXC R/W GOWEN BUSINESS PARK SUB NO 01 #0010-B
S1607120701,8000 S FEDERAL WAY,2N 3E 07,55.2872,55.757,14572700,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.982,0.765,3,1305.42,35,43.529257,-116.141801,135.0,PAR #0701 OF W2NE4 SEC 7 2N 3E #120700 & VAC R/W N & ADJ #98097527 #96007345
S1512147900,8355 S EISENMAN RD,2N 2E 12,37.824,37.844,6888600,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.022,0.222,6,449.78,25,43.52825,-116.159577,135.0,PAR #7900 OF NE4 SEC 12 2N 2E #0800-S #97090501
R3219910010,924 E CITATION CT,GOWEN BUSINESS PARK SUB NO 01A,2.2605,2.26,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.053,0.638,4,595.95,24,43.545737,-116.171486,134.9,LOT 15 BLK 1 GOWEN BUSINESS PARK SUB NO 01A
R3219910040,951 E CITATION CT,GOWEN BUSINESS PARK SUB NO 01A,2.1573,2.16,1129100,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.06,0.841,4,595.95,24,43.544564,-116.171995,134.9,LOT 18 BLK 1 GOWEN BUSINESS PARK SUB NO 01A
S1036325400,5040 S APPLE ST,3N 2E 36,39.7232,40,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.071,0.609,11,194.49,4,43.550379,-116.168942,134.9,PAR #5400 OF SW4 SEC 36 3N2E
S1607244220,8000 S FEDERAL WAY,2N 3E 07,14.5488,14.562,3805900,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.055,0.616,3,1305.42,35,43.526814,-116.146735,134.9,PAR #4220 OF NW4 SEC 7 2N 3E #244210-S #98097527 #9231640
S1512212500,7851 S EISENMAN RD,2N 2E 12,10.8597,10.87,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.123,0.178,6,449.78,25,43.528327,-116.163861,134.8,PAR #2500 @ E SIDE NW4 SEC 12 2N 2E R/S 5880 #122000-S
S1036336000,S FEDERAL WAY,3N 2E 36,37.8699,37.6,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.14,0.545,4,595.95,24,43.548703,-116.171822,134.7,PAR #6000 OF SW4 SEC 36 3N 2E
S1607244240,8000 S FEDERAL WAY,2N 3E 07,11.734,11.61,3034400,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.147,0.626,3,1305.42,35,43.525495,-116.146438,134.7,PAR #4240 OF SE4NW4 R S #1346 SEC 7 2N 3E #244230-S #8834518
S1607131310,8000 S FEDERAL WAY,2N 3E 07,13.4242,13.39,3499600,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.217,0.591,3,1305.42,35,43.525495,-116.141802,134.6,PAR #1310 OF SW4NE4 SEC 7 2N 3E #131300-S #8834518
S1512121020,1900 E BLUE VALLEY LN,2N 2E 12,35.3938,36.75,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.189,0.634,6,449.78,25,43.526337,-116.161808,134.6,PAR #1020 OF W2NE4 SEC 12 2N 2E
S1036233600,5040 S APPLE ST,3N 2E 36,79.3431,77.5,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.229,0.722,11,194.49,4,43.554428,-116.16838,134.5,S2NW4 EXC RW SEC 36 3N 2E
S1607141800,3999 E COLUMBIA WAY,2N 3E 07,66.3547,66.201,17302300,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.259,0.458,3,1305.42,35,43.526789,-116.136828,134.5,PAR #1800 SW'LY POR E2NE4 SEC 7 2N 3E & PART VAC R/W N & ADJ PARCEL A R/S 7369 #
S1607244305,8000 S FEDERAL WAY,2N 3E 07,13.0954,13.46,3517900,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.227,0.23,3,1305.42,35,43.524354,-116.14618,134.5,PAR #4305 OF SE4NW4 & OF NE4SW4 & OF NW4SE4 SEC 7 2N 3E #244300 S #8936861
S1607131340,S FEDERAL WAY,2N 3E 07,11.402,11.58,3026600,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.29,0.543,3,1305.42,35,43.524354,-116.1418,134.4,PAR #1340 OF SW4NE4 SEC 7 2N 3E #131300-B #8936861
S1607325601,8813 S EISENMAN RD,2N 3E 07,13.0191,16.199,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.319,0.598,6,449.78,25,43.522691,-116.152926,134.4,PAR #5601 @ W SIDE W2W2 SEC 07 2N 3E #325508-B
S1512131400,S EISENMAN RD,2N 2E 12,1.4876,1.5,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.33,0.785,6,449.78,25,43.524522,-116.163087,134.3,S 254.6' OF W 254.6' OF NE4 SEC 12 2N 2E
S1035438400,150 W GOWEN RD,3N 2E 35,48.1096,48.16,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.412,0.568,4,595.95,24,43.547212,-116.178354,134.2,PAR #8400 OF SE4 SEC 35 3N 2E PARCEL B ROS 11779 #411500-S
S1502417205,S SUPPLY WAY,2N 2E 02,155.3523,155.09,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,1.418,0.713,1,4570.3,77,43.536148,-116.17845,134.2,PAR #7205 OF SE4 SEC 2 2N 2E #8247022 #7200-B
S1511110000,S EISENMAN RD,2N 2E 11,79.5578,80,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.394,0.704,1,4570.3,77,43.529612,-116.173448,134.2,NE4NE4  SEC 11 NW4NW4 SEC 12 2N 2E
S1512417225,2000 E WINCO CT,2N 2E 12,43.5917,43.632,10453400,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.392,0.734,6,449.78,25,43.521927,-116.156286,134.2,PAR #7225 POR N2SE4 SEC 12 2N 2E PAR A ROS 14315 #417220-S
S1512427825,E WINCO CT,2N 2E 12,21.8824,21.903,5247500,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.423,0.561,6,449.78,25,43.522296,-116.160608,134.2,PAR #7825 POR N2SE4 SEC 12 2N 2E PAR B ROS 14315 #417220-S
S1035427800,150 W GOWEN RD,3N 2E 35,105.2595,105.4,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.468,0.574,4,595.95,24,43.549592,-116.178423,134.1,PAR #7800 OF SE4 SEC 35 3N 2E PARCEL A ROS 11779 #411500-S
S1512428001,8675 S WAREHOUSE WAY,2N 2E 12,12.6532,12.76,2779100,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.451,0.557,6,449.78,25,43.522473,-116.162745,134.1,PAR #8001 @ NW COR NW4SE4 SEC 12 2N 2E PARCEL A R/S 8276 #417201-B
R3466000040,9090 S FEDERAL WAY,HARLAN SUB,1.7457,2,522700,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.573,0.657,3,1305.42,35,43.519408,-116.145073,133.9,LOTS 7/8 HARLAN SUB #9131892
R3466000060,S FEDERAL WAY,HARLAN SUB,2.5667,2.9,757900,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.533,0.676,3,1305.42,35,43.519982,-116.145202,133.9,LOTS 9 TO 11 INC HARLAN SUB #9131892
S1607336210,2425 E WINCO CT,2N 3E 07,11.4537,11.46,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.552,0.757,6,449.78,25,43.519292,-116.152638,133.9,PAR #6210 POR GOV LOTS 3 & 4 SEC 07 2N 3E #336206-S
S1035142150,W I-84 RD,3N 2E 35,1.8595,1.9,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.587,0.539,4,595.95,24,43.553934,-116.178059,133.8,PAR #2150 OF SE4NE4 SEC 35 3N 2E 541/694
S1036223165,4620 S APPLE ST,3N 2E 36,10.756,10.766,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.608,0.513,11,194.49,4,43.559021,-116.172695,133.8,PAR #3165 POR W2NW4NW4 SEC 36 3N 2E PAR A ROS 14934 #223150-S
S1607314875,9000 S GIGABIT LN,2N 3E 07,96.5237,96.73,25281400,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.576,0.626,3,1305.42,35,43.519969,-116.141805,133.8,PAR #4875 OF NE4SW4 & OF W2SE4 SEC 7 2N 3E #244300 B #9128146
R3466000020,S FEDERAL WAY,HARLAN SUB,4.1311,5,1097700,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.653,0.629,3,1305.42,35,43.518255,-116.144814,133.7,LOTS 2-6 HARLAN SUB #8463731
S1607336220,2500 E FREIGHT ST,2N 3E 07,6.0791,6.086,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.675,0.764,6,449.78,25,43.517516,-116.152656,133.7,PAR #6220 POR GOV LOT 4 SEC 07 2N 3E #336206-B
S1502244550,6801 S SUPPLY WAY,2N 2E 02,10.5106,10.49,3198600,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.688,0.443,1,4570.3,77,43.539585,-116.184769,133.6,PAR #4550 @ SE COR SE4NW4 SEC 2  2N 2E PARCEL C  R/S 10332 #244510S
S1511110600,S EISENMEN RD,2N 2E 11,40.5936,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,1.676,0.785,1,4570.3,77,43.530488,-116.180843,133.6,NW4NE4 SEC 11 2N 2E #8247022
S1607417200,S FEDERAL WAY,2N 3E 07,79.414,79.86,20872200,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.762,0.7,3,1305.42,35,43.518457,-116.136824,133.5,E2SE4 SEC 7 2N 3E #95014683
S1035131500,5001 S MARKET ST,3N 2E 35,30.2489,30.04,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.816,0.729,4,595.95,24,43.555763,-116.181859,133.4,PAR  #1500 OF SW4NE4 SEC 35 3N 2E
S1035346222,W GOWEN RD,3N 2E 35,2.6721,2.67,465200,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.776,0.262,4,595.95,24,43.546739,-116.185989,133.4,PAR #6222 @ CTR W POR OF SE4SW4 SEC 35 3N 2E #346220-S
S1513110100,2201 E FREIGHT ST,2N 2E 13,32.5958,32.57,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.82,0.775,6,449.78,25,43.515625,-116.155944,133.4,PAR #0100 OF NE4NE4 SEC 13 2N 2E & OF NW4NW4 SEC 18 2N 3E & OF SW4SW4 SEC 7 2N 3
S1618223250,2499 E FREIGHT ST,2N 3E 18,9.5601,9.622,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.81,0.776,6,449.78,25,43.515564,-116.152639,133.4,PAR #3250 POR GOV LOT 1 SEC 18 2N 3E PARCEL B ROS 12035 #223320-S
S1511131200,S EISENMAN RD,2N 2E 11,40.2139,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.844,0.785,1,4570.3,77,43.525947,-116.180889,133.3,SW4NE4 SEC 11 2N 2E
S1511211000,W GOWEN RD,2N 2E 11,10.4751,10,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,1.844,0.785,1,4570.3,77,43.53049,-116.184583,133.3,NE4NE4NW4 SEC 11 2N 2E #8963327
S1502314900,S SUPPLY WAY,2N 2E 02,73.1349,73.09,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,1.903,0.71,1,4570.3,77,43.536148,-116.188399,133.2,PAR #4900 OF N2 SW4 SEC 2 2N 2E #400000-B #8678426
